Group,Identity,Coverage
groupe100,0.197,0.852
groupe100,0.929,0.985
groupe100,0.985,1.0
groupe100,0.184,0.883
groupe100,0.378,0.746
groupe100,0.38,0.969
groupe100,0.231,0.938
groupe100,0.987,1.0
groupe100,0.957,1.0
groupe100,1.0,1.0
groupe100,0.632,0.943
groupe100,0.289,0.933
groupe100,0.113,0.827
groupe100,0.3,0.885
groupe100,0.068,0.547
groupe100,0.981,1.0
groupe100,0.955,1.0
groupe100,0.86,1.0
groupe100,0.884,1.0
groupe100,1.0,1.0
groupe100,0.73,0.85
groupe100,0.286,1.0
groupe100,0.699,0.91
groupe100,0.442,0.981
groupe100,0.132,0.922
groupe100,0.294,0.959
groupe100,1.0,1.0
groupe100,0.966,1.0
groupe100,0.899,1.0
groupe100,0.49,0.988
groupe100,0.225,0.937
groupe100,1.0,1.0
groupe100,0.139,0.731
groupe100,1.0,1.0
groupe100,0.384,0.971
groupe100,0.425,0.971
groupe100,0.235,0.921
groupe100,0.257,0.918
groupe100,1.0,1.0
groupe100,0.955,1.0
groupe100,0.233,0.817
groupe100,0.131,0.852
groupe100,0.995,1.0
groupe100,0.5,0.935
groupe100,0.519,0.862
groupe100,0.402,0.995
groupe100,0.118,0.806
groupe100,0.908,0.946
groupe100,1.0,1.0
groupe100,0.306,0.758
groupe100,0.135,0.868
groupe100,0.438,0.969
groupe100,0.416,0.985
groupe100,0.364,0.968
groupe100,0.974,1.0
groupe100,0.359,0.94
groupe100,0.141,0.786
groupe100,0.293,0.914
groupe100,0.635,0.833
groupe100,0.986,0.957
groupe100,0.106,0.962
groupe100,0.87,1.0
groupe100,0.94,1.0
groupe100,0.271,0.968
groupe100,0.198,0.948
groupe100,0.981,1.0
groupe100,0.439,0.951
groupe100,0.206,0.872
groupe100,0.8,1.0
groupe100,1.0,1.0
groupe100,0.939,0.993
groupe100,0.357,0.899
groupe100,0.992,1.0
groupe100,1.0,1.0
groupe100,0.507,0.915
groupe100,0.425,0.959
groupe100,1.0,1.0
groupe100,0.283,0.991
groupe100,1.0,1.0
groupe100,0.645,0.954
groupe100,0.991,1.0
groupe100,0.395,0.904
groupe100,0.992,1.0
groupe100,0.217,0.945
groupe100,0.949,1.0
groupe100,0.157,0.914
groupe100,0.99,0.965
groupe100,0.894,0.983
groupe100,0.966,1.0
groupe100,0.146,0.831
groupe100,1.0,1.0
groupe100,0.249,0.926
groupe100,0.375,0.962
groupe100,0.226,0.697
groupe100,0.239,0.925
groupe100,0.581,0.874
groupe100,0.396,0.67
groupe100,0.939,1.0
groupe100,1.0,1.0
groupe100,0.226,0.87
groupe100,0.801,0.969
groupe100,0.989,1.0
groupe100,0.976,1.0
groupe100,0.304,0.741
groupe100,0.463,0.936
groupe100,0.886,0.803
groupe100,0.556,0.989
groupe100,0.945,1.0
groupe100,0.593,0.863
groupe100,0.989,1.0
groupe100,0.962,1.0
groupe100,0.933,1.0
groupe100,1.0,1.0
groupe100,0.928,1.0
groupe100,0.87,1.0
groupe100,0.935,1.0
groupe100,0.93,1.0
groupe100,0.954,1.0
groupe100,0.426,0.938
groupe100,0.407,0.972
groupe100,0.95,1.0
groupe100,0.927,0.991
groupe100,0.203,0.82
groupe100,0.938,1.0
groupe100,1.0,1.0
groupe100,0.407,0.909
groupe100,0.988,1.0
groupe100,0.182,0.962
groupe100,0.189,0.835
groupe100,0.415,0.943
groupe100,0.339,0.889
groupe100,0.218,0.875
groupe100,0.954,1.0
groupe100,1.0,1.0
groupe100,0.288,0.898
groupe100,0.182,0.615
groupe100,0.605,0.957
groupe100,0.806,0.939
groupe100,0.373,0.871
groupe100,0.207,0.945
groupe100,1.0,1.0
groupe100,0.969,1.0
groupe100,0.516,0.938
groupe100,0.679,0.988
groupe100,1.0,1.0
groupe100,0.146,0.874
groupe100,0.985,1.0
groupe100,0.306,0.548
groupe100,0.56,0.955
groupe100,0.831,1.0
groupe100,0.776,0.918
groupe100,0.575,1.0
groupe100,0.485,0.956
groupe100,0.419,0.928
groupe100,0.725,0.965
groupe100,1.0,1.0
groupe100,0.181,0.887
groupe100,0.399,0.972
groupe100,1.0,0.838
groupe100,0.241,0.862
groupe100,0.966,1.0
groupe100,0.938,1.0
groupe100,0.23,0.966
groupe100,0.978,1.0
groupe100,0.366,0.858
groupe100,0.84,0.99
groupe100,0.689,0.961
groupe100,0.217,0.924
groupe100,0.153,0.826
groupe100,0.194,0.753
groupe100,0.172,0.835
groupe100,1.0,1.0
groupe100,0.209,0.808
groupe100,0.988,1.0
groupe100,0.169,0.813
groupe100,1.0,1.0
groupe100,0.278,0.944
groupe100,0.949,1.0
groupe100,0.627,0.893
groupe100,0.688,0.994
groupe100,1.0,1.0
groupe100,0.424,0.908
groupe100,0.155,0.832
groupe100,0.795,0.964
groupe50,0.922,0.995
groupe50,0.85,0.993
groupe50,0.361,0.955
groupe50,0.843,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.423,0.954
groupe50,0.407,0.924
groupe50,0.494,0.905
groupe50,0.942,1.0
groupe50,1.0,1.0
groupe50,0.187,0.716
groupe50,0.819,0.914
groupe50,0.985,0.99
groupe50,0.247,0.905
groupe50,1.0,1.0
groupe50,0.28,0.972
groupe50,0.589,0.909
groupe50,0.387,0.754
groupe50,0.227,0.702
groupe50,0.412,0.935
groupe50,0.823,0.963
groupe50,0.194,0.705
groupe50,0.182,0.973
groupe50,0.968,1.0
groupe50,0.336,0.911
groupe50,1.0,1.0
groupe50,0.115,0.744
groupe50,0.225,0.596
groupe50,0.992,1.0
groupe50,0.443,0.931
groupe50,0.507,0.897
groupe50,0.85,1.0
groupe50,0.439,0.981
groupe50,0.87,1.0
groupe50,0.707,0.906
groupe50,0.419,0.949
groupe50,1.0,1.0
groupe50,0.958,1.0
groupe50,0.372,0.944
groupe50,1.0,1.0
groupe50,0.973,1.0
groupe50,0.234,0.977
groupe50,0.211,0.92
groupe50,0.557,0.99
groupe50,1.0,1.0
groupe50,0.414,0.987
groupe50,0.239,0.887
groupe50,0.531,0.989
groupe50,0.619,1.0
groupe50,1.0,1.0
groupe50,0.507,0.989
groupe50,1.0,1.0
groupe50,0.843,0.967
groupe50,0.989,1.0
groupe50,0.508,0.911
groupe50,0.271,0.79
groupe50,0.782,0.995
groupe50,0.246,0.836
groupe50,0.95,0.996
groupe50,0.235,0.791
groupe50,1.0,1.0
groupe50,0.979,0.996
groupe50,1.0,1.0
groupe50,0.767,0.978
groupe50,0.654,0.94
groupe50,0.181,0.684
groupe50,0.564,0.981
groupe50,0.429,0.931
groupe50,0.221,0.848
groupe50,0.364,0.971
groupe50,0.181,0.831
groupe50,0.848,0.967
groupe50,0.4,0.987
groupe50,0.215,0.914
groupe50,0.279,0.996
groupe50,0.18,0.875
groupe50,0.601,0.86
groupe50,0.275,0.9
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.872,1.0
groupe50,0.854,0.994
groupe50,0.876,0.996
groupe50,0.994,0.95
groupe50,0.984,1.0
groupe50,0.192,0.911
groupe50,1.0,0.969
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.3,0.831
groupe50,1.0,1.0
groupe50,0.874,1.0
groupe50,0.932,0.971
groupe50,0.282,0.866
groupe50,1.0,1.0
groupe50,0.971,1.0
groupe50,0.974,1.0
groupe50,0.977,1.0
groupe50,1.0,1.0
groupe50,0.158,0.687
groupe50,0.422,0.937
groupe50,1.0,1.0
groupe50,0.873,0.997
groupe50,0.989,1.0
groupe50,1.0,1.0
groupe50,0.146,0.846
groupe50,1.0,1.0
groupe50,0.404,0.835
groupe50,0.282,0.909
groupe50,0.989,0.939
groupe50,1.0,1.0
groupe50,0.742,1.0
groupe50,0.139,0.739
groupe50,1.0,1.0
groupe50,0.261,0.958
groupe50,0.978,0.891
groupe50,0.317,0.893
groupe50,0.545,0.98
groupe50,0.973,1.0
groupe50,0.946,1.0
groupe50,0.994,1.0
groupe50,0.984,0.927
groupe50,0.942,1.0
groupe50,1.0,1.0
groupe50,1.0,0.975
groupe50,1.0,1.0
groupe50,0.317,0.901
groupe50,0.95,0.967
groupe50,0.131,0.741
groupe50,0.182,0.853
groupe50,0.438,0.902
groupe50,0.554,0.952
groupe50,0.149,0.839
groupe50,0.178,0.918
groupe50,0.138,0.856
groupe50,0.964,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.543,0.877
groupe50,0.952,1.0
groupe50,0.144,0.725
groupe50,0.101,0.483
groupe50,0.6,0.995
groupe50,0.99,1.0
groupe50,0.168,0.948
groupe50,0.268,0.98
groupe50,0.264,0.937
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.97,1.0
groupe50,0.537,0.988
groupe50,0.982,0.982
groupe50,0.27,0.916
groupe50,0.403,0.902
groupe50,0.189,0.823
groupe50,0.323,0.947
groupe50,0.24,0.882
groupe50,0.335,0.932
groupe50,0.414,0.971
groupe50,0.993,1.0
groupe50,0.446,0.917
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.199,0.908
groupe50,0.657,1.0
groupe50,0.435,0.968
groupe50,0.989,1.0
groupe50,0.138,0.646
groupe50,1.0,1.0
groupe50,0.152,0.824
groupe50,0.641,0.992
groupe50,0.3,0.955
groupe50,0.361,0.984
groupe50,0.606,0.971
groupe50,0.731,0.883
groupe50,0.176,0.84
groupe50,0.214,0.887
groupe50,0.624,0.931
groupe50,0.896,0.998
groupe50,0.273,0.752
groupe50,0.938,1.0
groupe50,0.468,0.809
groupe50,1.0,1.0
groupe50,0.292,0.919
groupe50,0.923,0.906
groupe50,0.199,0.833
groupe50,1.0,1.0
groupe50,0.979,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.202,0.888
groupe50,0.518,1.0
groupe50,0.966,1.0
groupe50,0.551,0.956
groupe50,0.346,0.851
groupe50,0.989,1.0
groupe50,0.953,1.0
groupe50,1.0,1.0
groupe50,0.966,1.0
groupe50,0.534,0.975
groupe50,0.821,1.0
groupe50,1.0,1.0
groupe50,0.167,0.852
groupe50,0.092,0.802
groupe50,0.991,0.699
groupe50,0.164,0.904
groupe50,0.946,1.0
groupe50,0.928,0.848
groupe50,0.235,0.927
groupe50,0.185,0.623
groupe50,0.969,1.0
groupe50,0.161,0.781
groupe50,0.301,0.89
groupe50,0.395,0.983
groupe50,0.286,0.926
groupe50,0.583,1.0
groupe50,0.178,0.931
groupe50,0.787,1.0
groupe50,0.277,0.666
groupe50,0.972,1.0
groupe50,0.262,0.888
groupe50,0.538,0.943
groupe50,1.0,1.0
groupe50,0.247,0.922
groupe50,0.225,0.799
groupe50,0.96,1.0
groupe50,0.429,0.893
groupe50,0.562,1.0
groupe50,0.131,0.825
groupe50,0.772,0.817
groupe50,1.0,1.0
groupe50,0.548,0.954
groupe50,0.993,1.0
groupe50,0.858,0.946
groupe50,1.0,1.0
groupe50,0.211,0.776
groupe50,0.933,0.984
groupe50,0.257,0.953
groupe50,0.974,1.0
groupe50,0.124,0.776
groupe50,0.203,0.6
groupe50,0.995,1.0
groupe50,0.094,0.753
groupe50,1.0,1.0
groupe50,0.898,0.976
groupe50,1.0,1.0
groupe50,0.876,1.0
groupe50,1.0,1.0
groupe50,0.43,0.96
groupe50,1.0,1.0
groupe50,0.444,0.982
groupe50,0.367,0.594
groupe50,0.985,0.934
groupe50,0.957,0.911
groupe50,0.509,0.694
groupe50,0.338,0.933
groupe50,0.858,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,1.0,0.851
groupe50,0.981,1.0
groupe50,0.176,0.791
groupe50,0.249,0.639
groupe50,0.986,1.0
groupe50,1.0,1.0
groupe50,0.155,0.761
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.263,0.951
groupe50,0.12,0.772
groupe50,1.0,1.0
groupe50,0.276,0.955
groupe50,1.0,1.0
groupe50,0.317,0.886
groupe50,0.219,0.778
groupe50,0.969,0.989
groupe50,0.991,1.0
groupe50,1.0,1.0
groupe50,0.8,0.966
groupe50,0.991,1.0
groupe50,0.179,0.893
groupe50,0.984,0.992
groupe50,1.0,1.0
groupe50,0.14,0.789
groupe50,0.231,0.888
groupe50,0.977,0.973
groupe50,0.345,0.994
groupe50,0.981,1.0
groupe50,0.935,1.0
groupe50,1.0,1.0
groupe50,0.971,1.0
groupe50,1.0,1.0
groupe50,0.157,0.818
groupe50,0.192,0.778
groupe50,0.667,0.896
groupe50,0.708,1.0
groupe50,0.202,0.582
groupe50,0.108,0.762
groupe50,0.094,0.449
groupe50,0.756,0.913
groupe50,1.0,1.0
groupe50,0.8,1.0
groupe50,0.135,0.842
groupe50,0.995,1.0
groupe50,0.798,0.998
groupe50,0.376,0.947
groupe50,1.0,0.832
groupe50,1.0,1.0
groupe50,0.238,0.985
groupe50,0.688,0.964
groupe50,0.337,0.945
groupe50,0.989,1.0
groupe50,0.975,1.0
groupe50,0.98,1.0
groupe50,0.967,1.0
groupe50,0.742,1.0
groupe50,0.974,1.0
groupe50,0.064,0.517
groupe50,0.929,0.952
groupe50,0.604,0.959
groupe50,1.0,1.0
groupe50,0.271,0.979
groupe50,0.986,0.923
groupe50,0.984,1.0
groupe50,0.339,0.853
groupe50,0.34,0.945
groupe50,0.648,0.991
groupe50,0.911,1.0
groupe50,0.17,0.782
groupe50,0.206,0.933
groupe50,1.0,1.0
groupe50,0.571,0.987
groupe50,0.912,1.0
groupe50,1.0,1.0
groupe50,0.777,0.995
groupe50,0.16,0.917
groupe50,0.936,1.0
groupe50,1.0,1.0
groupe50,0.947,0.752
groupe50,0.132,0.824
groupe50,1.0,1.0
groupe50,0.172,0.688
groupe50,0.863,0.968
groupe50,0.933,1.0
groupe50,0.276,0.837
groupe50,0.959,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.381,0.951
groupe50,0.912,0.915
groupe50,1.0,1.0
groupe50,0.581,0.956
groupe50,0.921,0.992
groupe50,1.0,1.0
groupe50,0.992,1.0
groupe50,1.0,1.0
groupe50,0.143,0.852
groupe50,0.164,0.786
groupe50,0.915,1.0
groupe50,0.196,0.941
groupe50,0.934,1.0
groupe50,0.728,0.985
groupe50,0.333,0.958
groupe50,1.0,1.0
groupe50,0.757,0.906
groupe50,0.996,1.0
groupe50,0.385,0.905
groupe50,0.64,0.971
groupe50,0.431,0.957
groupe50,0.2,0.962
groupe50,0.145,0.728
groupe50,0.331,0.951
groupe50,1.0,1.0
groupe50,0.368,0.959
groupe50,0.98,1.0
groupe50,0.972,1.0
groupe50,0.957,0.993
groupe50,0.274,0.913
groupe50,1.0,1.0
groupe50,0.209,0.83
groupe50,0.934,1.0
groupe50,0.128,0.919
groupe50,0.818,0.993
groupe50,0.159,0.835
groupe50,0.311,0.613
groupe50,0.241,0.804
groupe50,0.958,0.999
groupe50,0.953,1.0
groupe50,0.988,1.0
groupe50,0.422,0.985
groupe50,0.901,0.984
groupe50,0.959,0.99
groupe50,0.464,0.986
groupe50,0.242,0.957
groupe50,1.0,1.0
groupe50,0.373,0.958
groupe50,0.382,0.741
groupe50,0.484,0.984
groupe50,1.0,1.0
groupe50,0.616,0.983
groupe50,1.0,1.0
groupe50,0.448,0.946
groupe50,0.974,1.0
groupe50,0.491,0.982
groupe50,1.0,1.0
groupe50,0.978,1.0
groupe50,0.255,0.866
groupe50,0.864,1.0
groupe50,0.417,0.931
groupe50,0.979,1.0
groupe50,0.237,0.855
groupe50,0.318,0.973
groupe50,0.598,0.997
groupe50,0.571,0.952
groupe50,0.993,0.999
groupe50,1.0,1.0
groupe50,0.314,0.814
groupe50,0.186,0.698
groupe50,0.833,0.938
groupe50,1.0,1.0
groupe50,0.304,0.949
groupe50,0.556,0.952
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.287,0.85
groupe50,0.269,0.9
groupe50,0.301,0.878
groupe50,0.333,0.936
groupe50,0.939,1.0
groupe50,0.142,0.75
groupe50,0.696,0.967
groupe50,0.131,0.627
groupe50,0.429,0.931
groupe50,0.344,0.872
groupe50,1.0,1.0
groupe50,0.909,1.0
groupe50,0.988,1.0
groupe50,0.27,0.915
groupe50,0.929,1.0
groupe50,1.0,1.0
groupe50,0.545,0.994
groupe50,0.507,0.943
groupe50,0.209,0.817
groupe50,1.0,0.938
groupe50,0.982,1.0
groupe50,0.167,0.857
groupe50,0.301,0.937
groupe50,0.471,0.978
groupe50,1.0,1.0
groupe50,0.544,0.915
groupe50,0.372,0.965
groupe50,0.27,0.969
groupe50,0.988,1.0
groupe50,0.192,0.981
groupe50,0.316,0.941
groupe50,0.157,0.784
groupe50,0.982,1.0
groupe50,0.986,1.0
groupe50,0.966,1.0
groupe50,0.946,0.975
groupe50,1.0,0.963
groupe50,0.42,0.875
groupe50,0.968,1.0
groupe50,0.976,1.0
groupe50,0.483,0.994
groupe50,0.967,1.0
groupe50,0.263,0.904
groupe50,0.49,0.806
groupe50,0.872,0.98
groupe50,0.541,1.0
groupe50,0.5,0.95
groupe50,0.133,0.673
groupe50,0.312,0.89
groupe50,1.0,1.0
groupe50,0.98,1.0
groupe50,0.965,1.0
groupe50,0.453,0.973
groupe50,0.201,0.78
groupe50,0.308,0.794
groupe50,0.933,1.0
groupe50,0.345,0.941
groupe50,1.0,1.0
groupe50,0.293,0.966
groupe50,0.224,0.913
groupe50,0.421,0.799
groupe50,0.333,0.839
groupe50,0.68,0.972
groupe50,0.526,0.897
groupe50,0.769,1.0
groupe50,0.321,0.947
groupe50,0.121,0.711
groupe50,1.0,1.0
groupe50,0.725,0.99
groupe50,0.885,1.0
groupe50,0.093,0.561
groupe50,0.114,0.842
groupe50,0.846,0.992
groupe50,0.954,1.0
groupe50,0.453,0.968
groupe50,0.339,0.827
groupe50,0.239,0.714
groupe50,0.95,0.967
groupe50,0.543,0.997
groupe50,0.878,0.988
groupe50,0.858,0.981
groupe50,0.752,0.985
groupe50,0.134,0.397
groupe50,0.644,0.903
groupe50,1.0,0.983
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.25,0.88
groupe50,0.85,1.0
groupe50,0.385,0.958
groupe50,0.962,1.0
groupe50,0.417,0.993
groupe50,0.995,1.0
groupe50,0.986,0.775
groupe50,0.277,0.975
groupe50,0.114,0.885
groupe50,1.0,1.0
groupe50,0.512,0.923
groupe50,0.252,0.895
groupe50,0.244,0.943
groupe50,0.352,0.966
groupe50,1.0,1.0
groupe50,0.214,0.929
groupe50,1.0,1.0
groupe50,0.832,0.997
groupe50,1.0,1.0
groupe50,0.232,0.848
groupe50,0.233,0.849
groupe50,0.783,1.0
groupe50,0.235,0.97
groupe50,0.455,0.987
groupe50,0.585,0.983
groupe50,1.0,1.0
groupe50,0.86,0.952
groupe50,0.679,0.978
groupe50,0.918,0.991
groupe50,0.652,0.979
groupe50,0.695,0.768
groupe50,0.93,1.0
groupe50,0.825,0.824
groupe50,0.181,0.892
groupe50,0.554,0.737
groupe50,0.228,0.918
groupe50,0.768,1.0
groupe50,0.3,0.856
groupe50,1.0,1.0
groupe50,0.848,1.0
groupe50,0.424,0.974
groupe50,1.0,1.0
groupe50,0.544,0.917
groupe50,0.214,0.911
groupe50,0.336,0.932
groupe50,0.261,0.963
groupe50,0.975,1.0
groupe50,0.97,0.958
groupe50,0.132,0.732
groupe50,0.474,0.875
groupe50,0.548,0.988
groupe50,0.993,0.948
groupe50,0.919,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.39,0.815
groupe50,1.0,1.0
groupe50,0.486,0.965
groupe50,0.61,0.626
groupe50,1.0,1.0
groupe50,0.737,0.987
groupe50,0.821,0.973
groupe50,0.265,0.958
groupe50,1.0,1.0
groupe50,0.541,0.989
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.272,0.887
groupe50,0.986,1.0
groupe50,0.165,0.861
groupe50,0.316,0.868
groupe50,0.636,0.985
groupe50,0.209,0.8
groupe50,0.989,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.747,1.0
groupe50,0.98,0.971
groupe50,0.72,0.963
groupe50,0.218,0.843
groupe50,1.0,1.0
groupe50,0.99,1.0
groupe50,0.447,0.963
groupe50,0.325,0.881
groupe50,0.396,0.991
groupe50,0.987,1.0
groupe50,0.775,1.0
groupe50,0.968,0.844
groupe50,0.354,0.833
groupe50,0.722,0.988
groupe50,0.891,0.952
groupe50,0.368,0.926
groupe50,0.145,0.829
groupe50,0.169,0.855
groupe50,0.532,0.99
groupe50,0.34,0.901
groupe50,0.986,1.0
groupe50,1.0,1.0
groupe50,0.203,0.885
groupe50,1.0,1.0
groupe50,0.184,0.816
groupe50,0.235,0.882
groupe50,0.699,0.953
groupe50,0.169,0.88
groupe50,0.231,0.873
groupe50,0.229,0.823
groupe50,0.854,0.962
groupe50,0.506,0.941
groupe50,0.133,0.698
groupe50,0.426,0.874
groupe50,0.361,0.948
groupe50,0.933,1.0
groupe50,0.458,0.982
groupe50,0.139,0.846
groupe50,0.462,0.944
groupe50,1.0,1.0
groupe50,0.256,0.805
groupe50,0.478,0.972
groupe50,0.179,0.779
groupe50,0.484,0.942
groupe50,0.739,0.989
groupe50,0.232,0.955
groupe50,0.478,0.968
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.176,0.893
groupe50,0.524,0.961
groupe50,0.5,0.967
groupe50,0.977,1.0
groupe50,0.374,0.847
groupe50,1.0,1.0
groupe50,0.296,0.983
groupe50,0.355,0.951
groupe50,0.97,0.985
groupe50,0.275,0.778
groupe50,0.298,0.739
groupe50,1.0,1.0
groupe50,0.791,1.0
groupe50,0.135,0.799
groupe50,1.0,0.991
groupe50,0.139,0.742
groupe50,0.835,1.0
groupe50,0.985,0.986
groupe50,0.975,0.996
groupe50,1.0,1.0
groupe50,0.327,0.88
groupe50,0.449,0.866
groupe50,0.291,0.957
groupe50,0.186,0.932
groupe50,0.274,0.766
groupe50,0.577,1.0
groupe50,0.2,0.92
groupe50,0.919,0.931
groupe50,0.235,0.801
groupe50,0.306,0.844
groupe50,0.431,0.936
groupe50,0.316,0.918
groupe50,0.242,0.828
groupe50,0.858,0.984
groupe50,0.694,0.823
groupe50,0.726,0.981
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.994,1.0
groupe50,0.176,0.875
groupe50,0.308,0.797
groupe50,0.5,0.914
groupe50,0.465,0.951
groupe50,0.198,0.811
groupe50,0.177,0.983
groupe50,0.548,0.947
groupe50,0.164,0.769
groupe50,0.226,0.84
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.153,0.777
groupe50,0.969,0.891
groupe50,0.6,0.885
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.984,1.0
groupe50,1.0,0.979
groupe50,0.986,1.0
groupe50,0.398,1.0
groupe50,0.167,0.743
groupe50,0.911,0.882
groupe50,0.939,1.0
groupe50,0.263,0.843
groupe50,0.9,0.971
groupe50,0.707,0.997
groupe50,0.981,1.0
groupe50,0.211,0.882
groupe50,0.98,1.0
groupe50,0.982,1.0
groupe50,0.738,1.0
groupe50,0.736,0.927
groupe50,0.9,1.0
groupe50,0.405,0.936
groupe50,0.843,0.943
groupe50,0.19,0.887
groupe50,1.0,1.0
groupe50,0.22,0.823
groupe50,1.0,1.0
groupe50,0.422,0.903
groupe50,1.0,1.0
groupe50,0.212,0.852
groupe50,0.959,1.0
groupe50,1.0,0.904
groupe50,0.229,0.902
groupe50,0.99,1.0
groupe50,0.619,1.0
groupe50,0.811,1.0
groupe50,0.974,1.0
groupe50,0.749,0.997
groupe50,0.31,0.995
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.98,1.0
groupe50,1.0,0.885
groupe50,1.0,1.0
groupe50,0.377,0.844
groupe50,0.163,0.822
groupe50,0.162,0.78
groupe50,0.27,0.953
groupe50,0.337,0.909
groupe50,0.274,0.858
groupe50,1.0,1.0
groupe50,0.66,0.955
groupe50,0.4,0.885
groupe50,0.378,0.928
groupe50,0.328,0.97
groupe50,0.352,0.94
groupe50,0.511,0.952
groupe50,0.994,1.0
groupe50,0.994,1.0
groupe50,0.669,0.937
groupe50,1.0,1.0
groupe50,0.974,1.0
groupe50,0.857,0.992
groupe50,0.339,0.956
groupe50,0.991,1.0
groupe50,0.306,0.911
groupe50,0.966,1.0
groupe50,0.942,1.0
groupe50,1.0,1.0
groupe50,0.19,0.937
groupe50,0.405,0.977
groupe50,1.0,1.0
groupe50,0.165,0.812
groupe50,1.0,0.994
groupe50,0.554,0.808
groupe50,0.346,0.953
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.294,0.972
groupe50,0.448,0.966
groupe50,1.0,1.0
groupe50,0.981,1.0
groupe50,0.263,0.73
groupe50,0.238,0.915
groupe50,0.35,0.908
groupe50,0.805,0.987
groupe50,0.289,0.933
groupe50,0.29,0.851
groupe50,0.1,0.751
groupe50,0.926,1.0
groupe50,0.187,0.955
groupe50,0.287,0.988
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.965,1.0
groupe50,0.185,0.922
groupe50,0.222,0.858
groupe50,0.422,0.885
groupe50,0.296,0.972
groupe50,0.835,1.0
groupe50,0.814,1.0
groupe50,0.985,1.0
groupe50,0.992,1.0
groupe50,1.0,1.0
groupe50,0.613,0.772
groupe50,0.6,1.0
groupe50,1.0,0.973
groupe50,0.292,0.968
groupe50,0.921,1.0
groupe50,0.839,0.931
groupe50,0.989,1.0
groupe50,0.881,1.0
groupe50,0.972,1.0
groupe50,0.38,0.816
groupe50,0.389,0.793
groupe50,1.0,1.0
groupe50,0.202,0.858
groupe50,0.284,0.904
groupe50,0.981,0.889
groupe50,0.2,0.963
groupe50,0.225,0.951
groupe50,0.277,0.77
groupe50,0.651,0.952
groupe50,0.864,1.0
groupe50,0.282,0.777
groupe50,1.0,1.0
groupe50,0.319,0.926
groupe50,0.115,0.797
groupe50,1.0,1.0
groupe50,0.256,0.961
groupe50,0.931,0.983
groupe50,0.224,0.84
groupe50,0.865,1.0
groupe50,0.989,1.0
groupe50,0.243,0.975
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.143,0.898
groupe50,1.0,1.0
groupe50,0.441,0.712
groupe50,0.373,0.801
groupe50,0.468,0.949
groupe50,0.99,1.0
groupe50,0.97,0.956
groupe50,0.113,0.617
groupe50,0.221,0.95
groupe50,0.613,0.98
groupe50,0.189,0.821
groupe50,0.307,0.923
groupe50,1.0,1.0
groupe50,0.508,0.996
groupe50,0.696,0.98
groupe50,0.97,0.995
groupe50,0.318,0.967
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.196,0.874
groupe50,0.217,0.816
groupe50,0.209,0.858
groupe50,0.995,1.0
groupe50,0.548,0.967
groupe50,0.838,1.0
groupe50,0.138,0.91
groupe50,0.457,1.0
groupe50,0.997,1.0
groupe50,0.233,0.946
groupe50,0.9,0.935
groupe50,0.151,0.936
groupe50,0.195,0.712
groupe50,0.377,0.89
groupe50,0.663,0.989
groupe50,1.0,1.0
groupe50,0.357,0.911
groupe50,0.34,0.953
groupe50,0.217,0.72
groupe50,0.746,0.959
groupe50,0.538,0.871
groupe50,0.344,0.876
groupe50,0.182,0.802
groupe50,0.164,0.971
groupe50,0.129,0.852
groupe50,0.989,1.0
groupe50,0.198,0.959
groupe50,0.541,0.901
groupe50,0.784,1.0
groupe50,0.533,0.983
groupe50,0.127,0.771
groupe50,0.922,1.0
groupe50,1.0,1.0
groupe50,1.0,1.0
groupe50,0.984,1.0
groupe50,0.654,0.997
groupe50,0.342,0.909
groupe50,0.98,0.963
groupe50,0.615,0.977
groupe50,0.402,0.877
groupe50,0.954,0.997
groupe50,0.779,0.98
groupe50,0.402,0.718
groupe50,0.831,0.915
